all,n,score
environmental impact analysis,1,0
mining claims,1,0
mutation (biology),1,0
cancer genes,1,0
chromosomal proteins,1,0
protein-protein interactions,1,0
cancer sequenzing,1,0
fairbanks (alaska),1,0
rivers - economic aspects,1,0
weather control,1,0
advisory boards--u.s. states,1,0
interior alaska (alaska),1,0
bering sea,1,0
slave trade,1,0
americans,1,0
central americans,1,0
south americans,1,0
climatic changes - forecasting,1,0
natural areas,1,0
operating systems (computers),1,0
observation (scientific method),1,0
space (architecture)--research,1,0
medical statistics,1,0
 cost of,1,0
hospitals,1,0
hospital utilization,1,0
emergency service,1,0
seismic arrays,1,0
hydrocarbons,1,0
oil wells,1,0
basins (geology),1,0
geochemical modeling,1,0
satellite launching ships,1,0
astronautics,1,0
low earth orbit,1,0
ground station,1,0
deep space missions,1,0
winds,1,0
webcams,1,0
human population genetics,1,0
commodity exchanges,1,0
commodity control,1,0
geonames.org,1,0
exports,1,0
imports,1,0
sheet music,1,0
land degradation control,1,0
nova scotia,1,0
bore holes,1,0
protein s,1,0
protein c,1,0
computational biology,1,0
protein structure prediction,1,0
food industry and trade,1,0
peptide antibiotics,1,0
peptide drugs,1,0
peptide hormones,1,0
functional food,1,0
hypertension,1,0
ace inhibition,1,0
arctic peoples,1,0
ozone layer,1,0
ultraviolet radiation,1,0
radiometers,1,0
environmental responsibility,1,0
gulf of alaksa,1,0
sensor map,1,0
cook inlet,1,0
prince william sound,1,0
historic sea ice atlas,1,0
industry arctic data,1,0
algorithms - data processing,1,0
 upper,1,0
government web portals,1,0
security (law),1,0
industry and education,1,0
science and industry,1,0
public investments,1,0
infrastructure (economics),1,0
social ecology,1,0
surface energy,1,0
atmospheric radiation,1,0
anthropological archives,1,0
archaeological archives,1,0
iterate,1,0
banks data,1,0
tides,1,0
ocean exploration,1,0
groundfisch survey,1,0
gulf of mexico,1,0
world heritage areas,1,0
wilderness areas,1,0
national parks and reserves,1,0
climatic extremes,1,0
early childhood education,1,0
preschool children - education,1,0
kindergarten,1,0
salmon,1,0
fresh water,1,0
sockeye,1,0
reefs,1,0
vessel tracking,1,0
weather stations,1,0
bees,1,0
honey,1,0
beehives,1,0
bee pollen,1,0
bee products,1,0
bee culture,1,0
pollination,1,0
pollination by bees,1,0
pollinators,1,0
breast,1,0
tissue bank,1,0
 photographic,1,0
remote-sensing images,1,0
greenhouse gas mitigation,1,0
topographic maps,1,0
aerial photographs,1,0
coastal mapping,1,0
geological surveys,1,0
borehole mining,1,0
nineteenth century,1,0
twentieth century,1,0
local history,1,0
ordinances,1,0
 municipal,1,0
synchrotrons,1,0
ichthyology,1,0
arabidopsis thaliana,1,0
seeds,1,0
seed projects,1,0
seed crops - biotechnology,1,0
agriculture and energy,1,0
consumer behavior - data processing,1,0
research institutes - archival resources,1,0
information display systems,1,0
public libraries - administration,1,0
public services (libraries),1,0
data collections,1,0
monash corpus of english mce,1,0
linguistic analysis,1,0
terms and phrases,1,0
australian english language,1,0
la trobe corpus of spoken australian english (ltcsause),1,0
gene family,1,0
agriculture - environmental aspects,1,0
video recording,1,0
ethnographic informants,1,0
ethnological libraries,1,0
enzymes - analysis,1,0
chemical reactions,1,0
fertility,1,0
female circumcision,1,0
anemia,1,0
immunization,1,0
anthropometry,1,0
cancer-mortality,1,0
pediculus humanus,1,0
ixodes scapularis,1,0
culex quinquefasciatus,1,0
anopheles gambiae,1,0
aedes aegypti,1,0
arthropod populations,1,0
arthropod vectors,1,0
vector control - biological control,1,0
arthropoda,1,0
invertebrates as carriers of disease,1,0
pensions,1,0
stata,1,0
food - microbiology,1,0
antibiotics,1,0
economics - statistics,1,0
labor market,1,0
government publications,1,0
inflation (finance),1,0
cichlids,1,0
butterflies,1,0
parrotfishes,1,0
groupers,1,0
wrasses,1,0
mangrove plants,1,0
seagrasses,1,0
extinction (biology),1,0
spatial data infrastructures,1,0
tuberculosis tb,1,0
maternal child adolescence,1,0
employment (economic theory),1,0
societies,1,0
politics and culture,1,0
 public,1,0
kenya,1,0
film archives,1,0
retirement age,1,0
longitudinal method,1,0
labor supply,1,0
genetic information,1,0
pathway modelling,1,0
molecular reaction,1,0
atmospheric aerosols,1,0
spectral response curve,1,0
earth observing system,1,0
terra satellite,1,0
marine species diversity,1,0
winds-speed,1,0
storms,1,0
meteorological satellites,1,0
grain,1,0
encyclopedias and dictionaries,1,0
sound,1,0
sound recordings,1,0
video recordings,1,0
dna data banks,1,0
pork industry and trade,1,0
antigens,1,0
gene libraries,1,0
digital images,1,0
space environment,1,0
voting age,1,0
voting,1,0
voting research,1,0
partisanship,1,0
ideology,1,0
presidential candidates,1,0
political candidates,1,0
phytomine,1,0
biomart,1,0
genome portal,1,0
jbrowse,1,0
geology-maps,1,0
mines and mineral resources,1,0
map catalogers,1,0
map collections,1,0
metal,1,0
elevation contours,1,0
geographical data,1,0
engineering reports,1,0
geological information,1,0
agriculture - statistics,1,0
agricultural productivity,1,0
food supply,1,0
agriculture - economic aspects,1,0
php (computer program language),1,0
soybean,1,0
workplace safety,1,0
workplace health,1,0
intoxication,1,0
chemical hazards,1,0
plant pathology,1,0
agrogenomics,1,0
aid activities,1,0
disaster prevention,1,0
information modeling,1,0
large-scale data,1,0
geolocation,1,0
hiv (viruses),1,0
ocean temperature,1,0
computer simulation,1,0
speech acts (linguistics),1,0
oral communication,1,0
plant morphology,1,0
plant anatomy,1,0
plant phenology,1,0
characteristics of plants,1,0
terrestrial vegetation,1,0
clinical epidemiology,1,0
psychiatric epidemiology,1,0
health services,1,0
educational material,1,0
exercises,1,0
statistic maps,1,0
synamic maps,1,0
tables,1,0
publications,1,0
societal trends,1,0
cross-national,1,0
catalysis,1,0
activation (chemistry),1,0
3d structure,1,0
cultural policy,1,0
arts education,1,0
art forms,1,0
hip dysplasia,1,0
animal disease,1,0
canine health information center - chic,1,0
dna repository,1,0
animal wellness,1,0
animal health science,1,0
cats,1,0
dogs,1,0
metagenome,1,0
educational resources,1,0
weater and climate,1,0
immunogenetics,1,0
histocompatibility,1,0
gene rearrangement,1,0
genetic recombination - research,1,0
genetics - research,1,0
allele,1,0
chromosome polymorphism,1,0
genetic code - research,1,0
corn,1,0
plant genome mapping,1,0
ihis,1,0
nhgis,1,0
ipums,1,0
family demography,1,0
health behavior,1,0
labor-force studies,1,0
population geography,1,0
historical demography,1,0
solar weather,1,0
wildfire prediction,1,0
weather science,1,0
atmospheric carbon dioxide,1,0
cloud physics,1,0
severe storms,1,0
private schools,1,0
public schools,1,0
college choice,1,0
schools--statistics,1,0
biology - mathematical models,1,0
biological models,1,0
cells - morphology,1,0
molecular diagnosis,1,0
chloroplasts,1,0
biological assay,1,0
molecule types,1,0
sequence types,1,0
base sequence,1,0
protein structures,1,0
tropical meterology,1,0
coastal eccosystems,1,0
global carbon systems,1,0
animal genetics,1,0
variation (biology),1,0
comparative biology,1,0
schizophrenia,1,0
biomedical materials,1,0
imaging systems in biology,1,0
public pensions,1,0
jewelry,1,0
oxidation,1,0
toxic,1,0
planetary scientists,1,0
x-ray spectroscopy,1,0
gemology,1,0
gemologists,1,0
mineralogists,1,0
x-ray diffraction,1,0
raman spectrosocpy,1,0
electron microprobe,1,0
crystallographic parameters,1,0
international organization,1,0
world health,1,0
international finance,1,0
public opinion polls,1,0
political geography,1,0
observations,1,0
astronomical collections,1,0
aquatics,1,0
herbs,1,0
grasses,1,0
vines,1,0
herbicides,1,0
leukaemia,1,0
epigenomes,1,0
human mammary,1,0
computer codes,1,0
nuclear models calculations,1,0
reactor economics,1,0
spectrum calculations,1,0
reactor design,1,0
gamma heating,1,0
nuclear waste management,1,0
environmental impact,1,0
americium,1,0
neptunium,1,0
plutonium,1,0
technetium,1,0
nickel,1,0
selenium,1,0
zirconium,1,0
shakes,1,0
geoprocessing,1,0
biochemical reaction,1,0
plant metabolism,1,0
rainbow trout,1,0
permuation,1,0
gene association information,1,0
single-nucleotide polymorphism,1,0
raman,1,0
density-funtional theory,1,0
mineral physics,1,0
identification,1,0
dielectric,1,0
cloning data,1,0
empty backbones,1,0
viral vectors,1,0
xdna expression,1,0
shrna expression,1,0
genome modification,1,0
gene bank,1,0
joachim von sandrart,1,0
curriculum vitae,1,0
17th century,1,0
art writer,1,0
samos,1,0
australian animals,1,0
australian plants,1,0
climate change process,1,0
veterinary sciences,1,0
agricultural sciences,1,0
ophtalmology,1,0
biological collections,1,0
synonymy,1,0
hybrids,1,0
chemical physics,1,0
satellite laser ranging,1,0
surface of the earth,1,0
rotation of the earth,1,0
astrophysical plasmas,1,0
technical plasmas,1,0
microlithography plasmas,1,0
fusion research,1,0
electron collisions,1,0
photon collisions,1,0
heavy particle collisions,1,0
 sputtering,1,0
 sublimation,1,0
reflection,1,0
trapping,1,0
 penetration,1,0
nuclear energy,1,0
theoretical chemistry,1,0
solids,1,0
computer program,1,0
notes,1,0
manuscript copies,1,0
gaussian calculations,1,0
orca calculations,1,0
crystal structures,1,0
synthetic organic chemistry,1,0
experimental chemistry,1,0
cartoons,1,0
diathek,1,0
autism spectrum disorder - asd,1,0
wireless data traces,1,0
networks,1,0
wireless lan,1,0
communication systems,1,0
computer networking,1,0
wireless networking,1,0
mobile networks,1,0
usage data,1,0
historical trends,1,0
cervical cancer,1,0
colorectal cancer,1,0
leukaemias,1,0
lung cancer,1,0
pancreatic cancer,1,0
prostate cancer,1,0
stomach cancer,1,0
testicular cancer,1,0
sub-saharan africa,1,0
women empowerment,1,0
health and nutrition,1,0
food sufficiency,1,0
census of canada,1,0
accounting and finance,1,0
polls,1,0
ms proteomics data,1,0
protein / peptide identifications,1,0
protein interaction domains,1,0
inferences,1,0
microbial interaction,1,0
interologs,1,0
affinomics,1,0
alzheimer,1,0
canobacteria,1,0
parkinson,1,0
weather verification,1,0
world climate,1,0
atmospheric dispersion,1,0
x-ray telescopes,1,0
black hole,1,0
light curves,1,0
space observatories,1,0
aa index,1,0
magnetograms,1,0
geomagnetic observatory,1,0
geomagnetism data portal,1,0
geomagnetic data master catalogue,1,0
greenhouses,1,0
marine stations,1,0
rib zeekat,1,0
imis,1,0
imers,1,0
mda,1,0
aphia,1,0
eurobis,1,0
marine regions,1,0
midas,1,0
coastal wiki,1,0
scheldemonitor,1,0
human interactions,1,0
drosophila melanogaster,1,0
c. elegans,1,0
lidar data,1,0
topography data,1,0
digital elevation models,1,0
marine zoology,1,0
marine resource,1,0
marine disaster,1,0
seasat,1,0
telemeter,1,0
3-dimensional structures,1,0
pssm,1,0
allele origin,1,0
germline,1,0
genomic dna,1,0
pcr,1,0
polymerase chain reaction,1,0
scar,1,0
cap,1,0
issr,1,0
fruits,1,0
subhalo,1,0
lightcones,1,0
seafloor topography,1,0
hydrothermy,1,0
tectronic activity,1,0
crustal composition,1,0
r/v palmer,1,0
r/v atlantis,1,0
r/v knorr,1,0
r/v tioga,1,0
rov jason,1,0
auv sentry,1,0
seafloor bathymetry,1,0
subbottom profiling,1,0
trackline gravity,1,0
palmer expedition,1,0
gould expedition,1,0
embryonic,1,0
major human disease,1,0
phenotyping,1,0
magnetometer,1,0
fedsat,1,0
riometer,1,0
solar radio,1,0
ionospheric scintillation,1,0
hymenoptera,1,0
coleoptera,1,0
hemiptera,1,0
lepidoptera,1,0
blattodea,1,0
odonata,1,0
dermaptera,1,0
diptera,1,0
orthoptera,1,0
neuroptera,1,0
phthiraptera,1,0
mantodea,1,0
thysanura,1,0
isoptera,1,0
thysanoptera,1,0
phasmatoptera,1,0
seg-y file,1,0
cruise,1,0
age structure,1,0
organisation,1,0
customer protection,1,0
geoelectric,1,0
miscellaneous,1,0
mineral resources,1,0
radiometry,1,0
tomography,1,0
grid technology,1,0
glacier fluctuation,1,0
atmospheric warming,1,0
surface emissions,1,0
ancillary data,1,0
co map,1,0
pyrogenic emissions,1,0
biogenic emissions,1,0
radiative emissions,1,0
combustion rates,1,0
biofuel emissions,1,0
nox,1,0
agroclimatology,1,0
medical climatology,1,0
marine climatology,1,0
human biometeorology,1,0
technical climatology,1,0
radioactivity monitoring,1,0
cultures,1,0
enzyme expression,1,0
stat1,1,0
chromatin immunoprecipitation,1,0
interferon,1,0
mouse liver,1,0
c.elegans aak-2,1,0
c.elegans wild type,1,0
transcript,1,0
rna sequencing,1,0
ape,1,0
fruit fly,1,0
array design,1,0
magnetic storms,1,0
celestial bodies,1,0
near-earth plasma,1,0
magnetic equator,1,0
intermagnet,1,0
healthcare quality,1,0
clinical quality,1,0
value sets,1,0
apcd,1,0
childrens electronic health reocrd (ehr),1,0
childrens health insurance program (chip),1,0
pharmaceutical name,1,0
medicaid,1,0
sunspots,1,0
solar energetics,1,0
solar x-ray,1,0
wolf number,1,0
photosphere,1,0
energetic eruption,1,0
solar flares,1,0
electromagnetic,1,0
corona,1,0
sun-earth relations,1,0
sunspot number,1,0
csail,1,0
barton,1,0
mit open access articles,1,0
mit theses,1,0
mit opencourseware,1,0
ocw,1,0
microwave,1,0
star formation,1,0
gas collapse,1,0
black holes,1,0
mineral olivine,1,0
hale-bopp,1,0
medicare,1,0
community health,1,0
sandy barrier lagoon,1,0
mangrove,1,0
x-rayed fishes,1,0
cell isolation,1,0
bioinformatic analysis,1,0
medical genomics,1,0
human cell type,1,0
geodetic data,1,0
subsurface,1,0
hydrologic science,1,0
dictyostelid genomics,1,0
model organism,1,0
aladin,1,0
simbad,1,0
astronomical catalogue,1,0
sky atlas,1,0
natural plasmas,1,0
space plasma physics,1,0
virtual observatories,1,0
glonass,1,0
policy,1,0
polar sciences,1,0
in vitro,1,0
in vivo,1,0
nanomaterials,1,0
empowerment,1,0
globalization,1,0
converging values,1,0
diversity,1,0
happiness,1,0
interpersonal trust,1,0
oomycetes,1,0
plant pathogenic,1,0
human pathogenic,1,0
reading tastes,1,0
reading statistics,1,0
reader profiles,1,0
patterns of reading,1,0
opinions and lifestyle survey opn,1,0
microrna,1,0
fly,1,0
arabidopsis,1,0
mouse embryo,1,0
ribosome,1,0
macromolecular complexes,1,0
electron tomography,1,0
electron crystallography,1,0
electrons,1,0
intrinsically disordered proteins  idps,1,0
microarray data,1,0
clinical information,1,0
gene copy,1,0
hydrospere,1,0
marine sediments,1,0
marine volcanism,1,0
gamma ray,1,0
spectral,1,0
protein crystallography,1,0
x-rays,1,0
synchrotron,1,0
collagen,1,0
opinion polls,1,0
nucleid acids,1,0
nuclopeptides,1,0
nucloproteins,1,0
trade,1,0
services,1,0
molecular,1,0
u.s. census data,1,0
protein lysine modifications,1,0
black studies,1,0
presidential materials,1,0
popular interest,1,0
presidential libraries,1,0
laws and regulations,1,0
basic research,1,0
life science experiments,1,0
biomacromolecular structure data,1,0
structural bioninformatics,1,0
x-rax crystallography,1,0
nuclear magnetic resonance spectroscopy nmrs,1,0
cyro-electron microscopy,1,0
3d structures,1,0
nucleid acid,1,0
cryomicroscopy,1,0
subaru deep field (sdf),1,0
subaru xmm-newton deep survey (sxds),1,0
qsqs and galaxies,1,0
extragalactic x-ray population,1,0
warning,1,0
magnetosperic,1,0
ionosperic,1,0
very ong baseline interferometry,1,0
snow and ice,1,0
tropospheric chemistry,1,0
radiance,1,0
transcriptome,1,0
biosample,1,0
clone,1,0
sts,1,0
gss,1,0
protein coding,1,0
cram,1,0
taxonomy data,1,0
 rna,1,0
optical interferometry,1,0
aeronautics,1,0
jet propulsion,1,0
astronomical observatory,1,0
ccd,1,0
wavelength-calibrated spectra,1,0
hires,1,0
nirspec,1,0
nirc2,1,0
lris,1,0
mosfire,1,0
extragalactic objects,1,0
redshift data,1,0
object classification,1,0
digitized sky survey dss,1,0
glaxies,1,0
stellar astronomy,1,0
exoplanetology,1,0
photometric light curves,1,0
global cycle,1,0
air-sea measurements,1,0
nutrient,1,0
cetaceans,1,0
chemics,1,0
gis-database,1,0
multi-scalar-seafloor data,1,0
gscanning altimetry,1,0
sidescan sonar,1,0
global ocean observing system,1,0
ocean surface,1,0
ocean subsurface,1,0
oceanic circulation,1,0
hydrogeography,1,0
conductivity,1,0
oceanic crust,1,0
surface water properties,1,0
coral,1,0
hydrothermal fluids,1,0
molecular and morphological studies,1,0
gulf stream,1,0
sea surface temperature,1,0
ionospheric data,1,0
laser,1,0
global navigation satellite systems gnss,1,0
laser ranging,1,0
very long baseline interferometry vlbi,1,0
doppler orbitography,1,0
radio-positioning integrated by satellite doris,1,0
cow,1,0
bovine,1,0
ovine,1,0
goat,1,0
gene map,1,0
sow,1,0
boar,1,0
oink,1,0
nagrp,1,0
national animal,1,0
genome research program,1,0
infants ireland,1,0
traveler health,1,0
irish society,1,0
irish economy,1,0
roma,1,0
child poverty,1,0
household monitor,1,0
pension developments,1,0
workcare,1,0
ancien,1,0
lll lifelong learning,1,0
growing ineequalities,1,0
eurobarometer,1,0
issp,1,0
wvs,1,0
istat,1,0
eurostat,1,0
socio-political,1,0
data archives,1,0
data curation,1,0
long-term preservation,1,0
secondary research,1,0
spanish society,1,0
public opinion surveys,1,0
electoral studies,1,0
slovenia,1,0
slovenian social science data,1,0
estonia,1,0
spss,1,0
estonian radio,1,0
czech social science surveys,1,0
arctic seas,1,0
series of various oceanographic parameters,1,0
coastal research,1,0
offshore stations,1,0
ferrybox,1,0
auv,1,0
transcriptome sequence,1,0
biomedical sciences,1,0
meteor,1,0
fire,1,0
dust,1,0
atmospheric data,1,0
sustainable food security,1,0
natural resources management,1,0
nutritional improvement,1,0
hunger,1,0
social accounting matrix,1,0
taverna,1,0
bioclips,1,0
e-science,1,0
hosting,1,0
long-term-archiving,1,0
digital objects,1,0
research,1,0
animal tracking,1,0
election,1,0
political systems,1,0
political violence,1,0
demography & migration,1,0
geocryology,1,0
russian north,1,0
ice navigation,1,0
historical photographs,1,0
upper atmosphere,1,0
syowa station,1,0
magnetic observation,1,0
iceland,1,0
wind farms,1,0
lockss,1,0
agcensus,1,0
digimap,1,0
openurl router,1,0
geothermics,1,0
heat flow,1,0
magnetic measurements,1,0
archeomagnetism,1,0
paleomagnetism,1,0
geomagnetic disturbance,1,0
solar sunspots,1,0
plasmasphere,1,0
ionospheric phenomena,1,0
geomagnetic variations,1,0
olar flare,1,0
oceanographic expeditions,1,0
cyclone,1,0
earth observations,1,0
household composition,1,0
household income,1,0
rural home village,1,0
job market data,1,0
demographic change,1,0
allbus,1,0
beata,1,0
innokenn,1,0
business economics,1,0
german economy,1,0
european community,1,0
science policy,1,0
health education,1,0
hormon therapy,1,0
overweight,1,0
obesity,1,0
allergies,1,0
lung disease,1,0
hypertonia,1,0
health surveys,1,0
cancer registry data,1,0
health economics,1,0
resources,1,0
data census,1,0
data capture,1,0
data documentation,1,0
survey-life-cycle,1,0
gender relation,1,0
integration,1,0
religiosity,1,0
secularization,1,0
life satisfaction,1,0
criminality,1,0
international social survey programme - issp,1,0
european values study - evs,1,0
eurobarometer survey series,1,0
european election studies - ees,1,0
 piredeu,1,0
comparative study of electoral systems - cses,1,0
partnership,1,0
parenthood,1,0
intergenerational relationships,1,0
parenting,1,0
social embeddedness,1,0
social network,1,0
family network,1,0
conditions,1,0
physical and cognitive functioning,1,0
bio-markers,1,0
volunteer activities,1,0
prefer i-studie - personal resources of elderly people with multimorbidity: fortification of effective health behaviour,1,0
deutscher freiwilligensurvey - fws,1,0
deutscher alterssurvey - deas,1,0
social research,1,0
behavioural aging research,1,0
economy of old age,1,0
social care,1,0
social relations,1,0
societal participation,1,0
volunteering,1,0
large-scale assessment studies,1,0
cross-sectional studies,1,0
element,1,0
markus,1,0
biks,1,0
timss,1,0
quasum,1,0
student achievement,1,0
educational assessment,1,0
longitudinal studies,1,0
competence development,1,0
international comparison,1,0
educational science knowledge,1,0
data workshops,1,0
desi,1,0
pirls,1,0
educational system,1,0
international student assessment,1,0
national student assessment,1,0
school achievement,1,0
national assessment study,1,0
tema,1,0
bilwiss,1,0
steg,1,0
iqb-landervergleich,1,0
prophi,1,0
prolele,1,0
stereotype threat,1,0
menza,1,0
bispra 1,1,0
cosmed,1,0
aufmerksamkeit,1,0
attention is doing school,1,0
dompl-ik,1,0
phono,1,0
cobalit,1,0
systemdenken,1,0
prowin,1,0
iqb-bildungstrend,1,0
scarf,1,0
empirical science,1,0
employment topics,1,0
social security system,1,0
social accounting,1,0
business statistics,1,0
tax statistics,1,0
environmental statistics,1,0
energy statistics,1,0
agricultural statistics,1,0
pension policy,1,0
gene structures,1,0
orthology assignment,1,0
c elegans,1,0
coastal geology,1,0
marine policy,1,0
seafloor mapping,1,0
sediment transport,1,0
freshwater fish,1,0
molecular neuroanatomy,1,0
yeast genome,1,0
predicted sequence,1,0
rat genetics,1,0
gold standard,1,0
enetic loci,1,0
genetic phenotypes,1,0
genetic medicine,1,0
viroids,1,0
nucleotide sequences,1,0
biological classification,1,0
biological nomenclature,1,0
cladistics,1,0
protein interacting partners,1,0
genetic interaction,1,0
peptide interaction,1,0
viral proteins,1,0
geochronometry,1,0
r,1,0
network,1,0
software system,1,0
programming language,1,0
graphics,1,0
statistical computing,1,0
international standards,1,0
forensic science,1,0
technical spezifications,1,0
weather warning,1,0
weather records germany,1,0
beaufort scale,1,0
cedim,1,0
change,1,0
analyse tool,1,0
high-energy physics,1,0
astroparticle physics,1,0
large detector array,1,0
air shower,1,0
hadronic interactions,1,0
kascade grande,1,0
teaching materials,1,0
international studies,1,0
maps mexico,1,0
mannheim innovation panel,1,0
kfw/zew start-up panel,1,0
zew financial market test,1,0
eco-cars,1,0
climate negotiations equity,1,0
integrated product policy,1,0
transport market barometer,1,0
seco@home,1,0
dart,1,0
multiresistance,1,0
geothermal potentials,1,0
geothermal installations,1,0
power generation,1,0
mineral water deposit,1,0
teaching material,1,0
danish text,1,0
danish speech,1,0
danish corpora,1,0
syntactic annotation,1,0
linguistic data,1,0
database of voices,1,0
archive,1,0
language research tool,1,0
negra-corpus,1,0
multilingual corpora,1,0
language research,1,0
german speech,1,0
pronaunciation,1,0
spoken language processing slp,1,0
elda,1,0
digestive and kidney diseases,1,0
web-based hosting service,1,0
collaboration platform,1,0
pharmaceutical chemistry,1,0
pharmaceutical products,1,0
sun observation,1,0
observes the sun,1,0
social science research in switzerland,1,0
qualtitative data,1,0
coastal science,1,0
ocean chemistry,1,0
ocean life,1,0
polar systems,1,0
underwater archaeology,1,0
geological samples,1,0
lunar eclipse,1,0
solar eclipse,1,0
sun data,1,0
moon data,1,0
protein information,1,0
materials design,1,0
atomic coordinates,1,0
powder diffraction,1,0
epitaxy modeling,1,0
catalysis study,1,0
protein and genetic interactions,1,0
catholics,1,0
protestants,1,0
islam,1,0
orthodox,1,0
latter-day-saints,1,0
baptist,1,0
adventist,1,0
episcopalianism,1,0
lutheran,1,0
methodist,1,0
pentecostal,1,0
presbyterian-reformed,1,0
statistical datasets,1,0
new zealand,1,0
terrorist attacks,1,0
space science and engineering,1,0
climate change prediction,1,0
bacterial genomes,1,0
virus genomes,1,0
helminth genomes,1,0
protozoan genomes,1,0
xisease vector genomes,1,0
fungal genomes,1,0
yeast genomes,1,0
bacteriophage genomes,1,0
worm genomes,1,0
vertebrate genomes,1,0
gorilla genome,1,0
mouse genome,1,0
zebrafish genomes,1,0
primary exit polls,1,0
presidential elections,1,0
congressional elections,1,0
popular vote,1,0
state election day exit polls,1,0
national election day exit polls,1,0
public surveys,1,0
public opinion research,1,0
child education,1,0
early education,1,0
psychology data,1,0
research & development,1,0
electoral systems,1,0
political parties,1,0
solar resource information,1,0
wind resource information,1,0
geothermal resource information,1,0
geothermal,1,0
nuclear technologies,1,0
nuclear research,1,0
decay information,1,0
organic structures,1,0
nuclear magnetic resonance (nmr) spectra,1,0
molecular science,1,0
earth orientation parameter eop,1,0
terrestrial  references frames,1,0
celestial references frames,1,0
geophysical fluids,1,0
tree ring,1,0
speleothem,1,0
pollen,1,0
plant macrofossil,1,0
paleoceanography,1,0
lake,1,0
paleclimate modelling,1,0
loess and eolian dust,1,0
lake level reconstruction,1,0
fire history,1,0
coral and sclerosponge,1,0
climate reconstruction,1,0
climate forcing,1,0
ocean temperatures,1,0
global environmental data,1,0
ocean data,1,0
themis telescop,1,0
nancay,1,0
meudon,1,0
pic du midi,1,0
earth tides,1,0
gravitmetry,1,0
urban ecosystems,1,0
invasion biology,1,0
agriculture systems,1,0
instrumented systems,1,0
environmental sensors,1,0
ecological informatics,1,0
specimens,1,0
carbon cycling,1,0
dna barcoding,1,0
terrestrial ecosystems,1,0
freshwater ecosystems,1,0
remote-sensing,1,0
uk government departments,1,0
public records,1,0
historical geography,1,0
ethics,1,0
intellectual property,1,0
historical climate data,1,0
historical weather data,1,0
genetic regulation,1,0
genomics data,1,0
bioassays,1,0
ecologial communities,1,0
invasive species,1,0
contamination,1,0
marine habitat data,1,0
fish health,1,0
central nervous systems,1,0
basic neuroanatomy,1,0
positron emission computed tomography,1,0
pet,1,0
single photon,1,0
spect,1,0
magnetic resonance imaging,1,0
roentgen-ray computed tomography,1,0
ct,1,0
crt,1,0
environmental observation,1,0
climatic change,1,0
old-growth forests,1,0
arctic warming,1,0
human genomic medicine,1,0
microbial and environment genomics,1,0
biological energy,1,0
software engineering,1,0
strain meter,1,0
tilt meter,1,0
tsunami,1,0
genomic maps,1,0
disease models,1,0
mental illnesses,1,0
alcohol,1,0
rehabilitative services,1,0
aids / hiv,1,0
program,1,0
dawn,1,0
n-mhss,1,0
n-ssats,1,0
nsduh,1,0
teds-a,1,0
teds-d,1,0
nonsrs,1,0
addiction,1,0
drug abuse,1,0
criminology,1,0
alcohol abuse,1,0
criminal justice system,1,0
attitude surveys,1,0
community studies,1,0
adult and juvenile corrections,1,0
court case processing,1,0
illegal corporate behavior,1,0
police,1,0
victimization,1,0
drug use,1,0
crime and delinquency,1,0
surveys of health,1,0
demographic survey,1,0
organizational behavior,1,0
legal systems,1,0
urban studies,1,0
criminal justice,1,0
geographical information systems,1,0
natural hazard,1,0
population health,1,0
global health,1,0
questionaires,1,0
mitotic cell division,1,0
meiosis,1,0
gametogenesis,1,0
germ line development,1,0
human reproductive health,1,0
genechips,1,0
water research,1,0
latitude,1,0
potal codes,1,0
postal codes,1,0
longituede,1,0
geonames,1,0
inorganic compound,1,0
crystal grating,1,0
grid structure,1,0
geoelectricity,1,0
borehole geophysics,1,0
helicopter geophysics,1,0
vsp,1,0
full-time school,1,0
school development,1,0
school performance,1,0
school teaching,1,0
social measurement,1,0
meteorological satellite,1,0
weather prediction,1,0
satellite meteorology,1,0
space organisations,1,0
space agencies,1,0
meteosat,1,0
jason-2,1,0
living entity,1,0
creatures,1,0
mushrooms,1,0
molds,1,0
protists,1,0
multimedia,1,0
dna assemblies,1,0
lrg  locus reference genomic,1,0
lsdb locus specific databases,1,0
encode encyclopedia of dna elements,1,0
enselb,1,0
genom-browser,1,0
eukaryotics,1,0
liquids,1,0
renewable fuels,1,0
total energy,1,0
power plants,1,0
deposit,1,0
fuels,1,0
vehicles,1,0
petroleum consumption,1,0
biodiesel,1,0
ethanol,1,0
hydrogen,1,0
propane,1,0
emerging fuels,1,0
fuel prices,1,0
hydrometric survey,1,0
sediment concentration,1,0
sediment load,1,0
sediment particle size,1,0
stage height,1,0
stream gauge,1,0
stream flow,1,0
water level,1,0
sediment station,1,0
biomedical research,1,0
biological research,1,0
cell type,1,0
dna & rna,1,0
functional genomics data,1,0
sequenzing application,1,0
genome-sequencing,1,0
microarrays,1,0
physical chemistry,1,0
organical chemistry,1,0
medical chemistry,1,0
chemical data,1,0
chemical compounds,1,0
microbial diversity,1,0
genome evolution,1,0
population genetics,1,0
biological interactions,1,0
microbial taxonomy,1,0
bioressources,1,0
archea,1,0
animal cell lines,1,0
human cell lines,1,0
plant cell cultures,1,0
plant cell virus,1,0
bacteriophages,1,0
patent depositary,1,0
gene technology,1,0
statistical surveys,1,0
oral history,1,0
geospatial sciences,1,0
historical sciences,1,0
metal-organic compound,1,0
polymer,1,0
