"datasetid","doi"
17900,"10.1139/F07-078"
17903,"10.1139/F07-078"
17904,"10.1139/F07-078"
17905,"10.1139/F07-078"
17906,"10.1139/F07-078"
17907,"10.1139/F07-078"
17908,"10.1139/F07-078"
17909,"10.1139/F07-078"
17910,"10.1139/F07-078"
17911,"10.1139/F07-078"
17912,"10.1139/F07-078"
17913,"10.1139/F07-078"
17914,"10.1139/F07-078"
17915,"10.1139/F07-078"
17916,"10.1139/F07-078"
17920,"10.1016/S0031-0182(99)00094-2"
17927,"10.4311/2014PA0107"
17928,"10.4311/2014PA0107"
17935,"10.1139/F07-078"
17936,"10.1139/F07-078"
17937,"10.1139/F07-078"
17938,"10.1139/F07-078"
17939,"10.1139/F07-078"
17940,"10.1139/F07-078"
17942,"10.1139/F07-078"
17943,"10.1139/F07-078"
17948,"10.1139/F07-078"
17949,"10.1139/F07-078"
17950,"10.1139/F07-078"
17951,"10.1139/F07-078"
17952,"10.1007/s10750-007-0644-3"
17953,"10.1007/s10750-007-0644-3"
17954,"10.1007/s10750-007-0644-3"
17955,"10.1007/s10750-007-0644-3"
17956,"10.1007/s10750-007-0644-3"
17957,"10.1007/s10750-007-0644-3"
17958,"10.1007/s10750-007-0644-3"
17959,"10.1139/F07-078"
17960,"10.1139/F07-078"
17961,"10.1007/s10750-007-0644-3"
17962,"10.1139/F07-078"
17963,"10.1080/10402381.2015.1013648"
17964,"10.1080/10402381.2015.1013648"
17965,"10.1080/10402381.2015.1013648"
17966,"10.1080/10402381.2015.1013648"
17967,"10.1080/10402381.2015.1013648"
17968,"10.1080/10402381.2015.1013648"
17969,"10.1080/10402381.2015.1013648"
17970,"10.1080/10402381.2015.1013648"
17971,"10.1080/10402381.2015.1013648"
17972,"10.1080/10402381.2015.1013648"
17973,"10.1080/10402381.2015.1013648"
17974,"10.1080/10402381.2015.1013648"
17975,"10.1080/10402381.2015.1013648"
17976,"10.1080/10402381.2015.1013648"
17977,"10.1080/10402381.2015.1013648"
17978,"10.1080/10402381.2015.1013648"
17979,"10.1080/10402381.2015.1013648"
17980,"10.1080/10402381.2015.1013648"
17981,"10.1080/10402381.2015.1013648"
17982,"10.1080/10402381.2015.1013648"
17983,"10.1080/10402381.2015.1013648"
17984,"10.1080/10402381.2015.1013648"
17985,"10.1080/10402381.2015.1013648"
17986,"10.1080/10402381.2015.1013648"
17987,"10.1080/10402381.2015.1013648"
17988,"10.1080/10402381.2015.1013648"
17991,"10.1016/j.quascirev.2014.05.030"
17992,"10.1016/j.quascirev.2014.05.030"
17993,"10.1016/j.quascirev.2014.05.030"
17994,"10.1016/j.yqres.2009.10.005"
17995,"10.1016/j.yqres.2009.10.005"
17996,"10.1191/095968301673374360"
17997,"10.1191/095968301673374360"
17998,"10.1080/10402381.2015.1013648"
17999,"10.1080/10402381.2015.1013648"
18000,"10.1080/10402381.2015.1013648"
18001,"10.1080/10402381.2015.1013648"
18002,"10.1080/10402381.2015.1013648"
18003,"10.1080/10402381.2015.1013648"
18004,"10.1080/10402381.2015.1013648"
18005,"10.1080/10402381.2015.1013648"
18006,"10.1080/10402381.2015.1013648"
18007,"10.1080/10402381.2015.1013648"
18008,"10.1080/10402381.2015.1013648"
18009,"10.1080/10402381.2015.1013648"
18010,"10.1080/10402381.2015.1013648"
18011,"10.1080/10402381.2015.1013648"
18012,"10.1080/10402381.2015.1013648"
18013,"10.1080/10402381.2015.1013648"
18014,"10.1080/10402381.2015.1013648"
18015,"10.1080/10402381.2015.1013648"
18016,"10.1080/10402381.2015.1013648"
18017,"10.1080/10402381.2015.1013648"
18024,"10.1080/10402381.2015.1013648"
18025,"10.1080/10402381.2015.1013648"
18026,"10.1080/10402381.2015.1013648"
18027,"10.1080/10402381.2015.1013648"
18028,"10.1080/10402381.2015.1013648"
18029,"10.1080/10402381.2015.1013648"
18030,"10.1080/10402381.2015.1013648"
18031,"10.1080/10402381.2015.1013648"
18032,"10.1080/10402381.2015.1013648"
18033,"10.1080/10402381.2015.1013648"
18034,"10.1080/10402381.2015.1013648"
18035,"10.1080/10402381.2015.1013648"
18036,"10.1080/10402381.2015.1013648"
18037,"10.1080/10402381.2015.1013648"
18038,"10.1080/10402381.2015.1013648"
18039,"10.1080/10402381.2015.1013648"
18040,"10.1080/10402381.2015.1013648"
18041,"10.1080/10402381.2015.1013648"
18042,"10.1080/10402381.2015.1013648"
18043,"10.1080/10402381.2015.1013648"
18044,"10.1080/10402381.2015.1013648"
18045,"10.1080/10402381.2015.1013648"
18046,"10.1080/10402381.2015.1013648"
18047,"10.1080/10402381.2015.1013648"
18048,"10.1080/10402381.2015.1013648"
18049,"10.1080/10402381.2015.1013648"
18050,"10.1016/j.yqres.2009.10.005"
18051,"10.1016/j.yqres.2009.10.005"
18052,"10.1080/10402381.2015.1013648"
18054,"10.1080/10402381.2015.1013648"
18055,"10.1080/10402381.2015.1013648"
18056,"10.1080/10402381.2015.1013648"
18057,"10.1080/10402381.2015.1013648"
18064,"10.1080/10402381.2015.1013648"
18065,"10.1080/10402381.2015.1013648"
18066,"10.1080/10402381.2015.1013648"
18067,"10.1080/10402381.2015.1013648"
18068,"10.1080/10402381.2015.1013648"
18069,"10.1080/10402381.2015.1013648"
18070,"10.1080/10402381.2015.1013648"
18071,"10.1080/10402381.2015.1013648"
18072,"10.1080/10402381.2015.1013648"
18073,"10.1080/10402381.2015.1013648"
18074,"10.1080/10402381.2015.1013648"
18075,"10.1080/10402381.2015.1013648"
18076,"10.1080/10402381.2015.1013648"
18077,"10.1080/10402381.2015.1013648"
18078,"10.1080/10402381.2015.1013648"
18079,"10.1080/10402381.2015.1013648"
18080,"10.1080/10402381.2015.1013648"
18081,"10.1080/10402381.2015.1013648"
18082,"10.1080/10402381.2015.1013648"
18083,"10.1080/10402381.2015.1013648"
18087,"10.1016/0033-5894(80)90017-4"
18088,"10.1016/0033-5894(80)90017-4"
18089,"10.1016/0033-5894(80)90017-4"
18090,"10.1016/0033-5894(80)90017-4"
18091,"10.1016/0033-5894(80)90017-4"
18092,"10.1016/0033-5894(80)90017-4"
18093,"10.1016/0033-5894(80)90017-4"
18094,"10.1016/0033-5894(80)90017-4"
18095,"10.1016/0033-5894(80)90017-4"
18096,"10.1016/0033-5894(80)90017-4"
18097,"10.1016/0033-5894(80)90017-4"
18098,"10.1016/0033-5894(80)90017-4"
18101,"10.1002/jqs.1233"
18102,"10.1002/jqs.1233"
18103,"10.1002/jqs.1233"
18104,"10.1002/jqs.1233"
18121,"10.1191/0959683603hl648rp"
18122,"10.1191/0959683603hl648rp"
18123,"10.1191/0959683603hl648rp"
18158,"10.1016/j.yqres.2014.11.005"
18159,"10.1016/j.yqres.2014.11.005"
18162,"10.1126/science.204.4394.701"
18163,"10.1126/science.204.4394.701"
18165,"10.1126/science.204.4394.701"
18166,"10.1126/science.204.4394.701"
18168,"10.1126/science.204.4394.701"
18169,"10.1126/science.204.4394.701"
18171,"10.1139/z76-077"
19203,"10.1177/0959683611425550"
19204,"10.1177/0959683611425550"
19271,"10.1007/978-94-017-3622-0_40"
19272,"10.1007/978-94-017-3622-0_40"
19273,"10.1007/978-94-017-3622-0_40"
19274,"10.1007/978-94-017-3622-0_40"
19275,"10.1007/978-94-017-3622-0_40"
19276,"10.1007/978-94-017-3622-0_40"
19277,"10.1007/978-94-017-3622-0_40"
19278,"10.1007/978-94-017-3622-0_40"
19279,"10.1007/978-94-017-3622-0_40"
19280,"10.1007/978-94-017-3622-0_40"
19281,"10.1007/978-94-017-3622-0_40"
19282,"10.1007/978-94-017-3622-0_40"
19283,"10.1007/978-94-017-3622-0_40"
19284,"10.1007/978-94-017-3622-0_40"
19285,"10.1007/978-94-017-3622-0_40"
19286,"10.1007/978-94-017-3622-0_40"
19287,"10.1007/978-94-017-3622-0_40"
19288,"10.1007/978-94-017-3622-0_40"
19289,"10.1007/978-94-017-3622-0_40"
19290,"10.1007/978-94-017-3622-0_40"
19291,"10.1007/978-94-017-3622-0_40"
19292,"10.1007/978-94-017-3622-0_40"
19293,"10.1007/978-94-017-3622-0_40"
19294,"10.1007/978-94-017-3622-0_40"
19295,"10.1007/978-94-017-3622-0_40"
19296,"10.1007/978-94-017-3622-0_40"
19297,"10.1007/978-94-017-3622-0_40"
19298,"10.1007/978-94-017-3622-0_40"
19299,"10.1007/978-94-017-3622-0_40"
19300,"10.1007/978-94-017-3622-0_40"
19301,"10.1007/978-94-017-3622-0_40"
19302,"10.1007/978-94-017-3622-0_40"
19303,"10.1007/978-94-017-3622-0_40"
19304,"10.1007/978-94-017-3622-0_40"
19305,"10.1007/978-94-017-3622-0_40"
19306,"10.1007/978-94-017-3622-0_40"
19307,"10.1007/978-94-017-3622-0_40"
19308,"10.1007/978-94-017-3622-0_40"
19311,"http://dx.doi.org/10.1016/j.yqres.2009.11.010"
19312,"http://dx.doi.org/10.1016/j.yqres.2009.11.010"
19313,"10.1111/j.1365-2486.2007.01367.x"
19314,"10.1111/j.1365-2486.2007.01367.x"
19315,"10.1016/0033-5894(81)90128-9"
19316,"10.1016/0033-5894(81)90128-9"
19320,"10.1080/07438141.2012.737410"
19321,"10.1080/07438141.2012.737410"
19322,"10.1002/jqs.793"
19323,"10.1002/jqs.793"
19378,"10.1139/cjfas-58-6-1222"
19379,"10.1139/cjfas-58-6-1222"
19380,"10.1139/cjfas-58-6-1222"
19381,"10.1139/cjfas-58-6-1222"
19383,"10.1139/cjfas-58-6-1222"
19384,"10.1139/cjfas-58-6-1222"
19385,"10.1139/cjfas-58-6-1222"
19386,"10.1139/cjfas-58-6-1222"
19387,"10.1139/cjfas-58-6-1222"
19388,"10.1139/cjfas-58-6-1222"
19389,"10.1139/cjfas-58-6-1222"
19390,"10.1139/cjfas-58-6-1222"
19391,"10.1139/cjfas-58-6-1222"
19392,"10.1139/cjfas-58-6-1222"
19395,"10.1139/cjfas-58-6-1222"
19396,"10.1139/cjfas-58-6-1222"
19397,"10.1139/cjfas-58-6-1222"
19398,"10.1139/cjfas-58-6-1222"
19407,"10.1139/cjfas-58-6-1222"
19408,"10.1139/cjfas-58-6-1222"
19413,"10.1139/cjfas-58-6-1222"
19414,"10.1139/cjfas-58-6-1222"
19418,"10.1139/cjfas-58-6-1222"
19419,"10.1139/cjfas-58-6-1222"
19422,"10.1139/cjfas-58-6-1222"
19423,"10.1139/cjfas-58-6-1222"
19424,"10.1139/cjfas-58-6-1222"
19425,"10.1139/cjfas-58-6-1222"
19427,"10.1139/cjfas-58-6-1222"
19428,"10.1139/cjfas-58-6-1222"
19429,"10.1139/cjfas-58-6-1222"
19430,"10.1139/cjfas-58-6-1222"
19432,"10.1139/cjfas-58-6-1222"
19433,"10.1139/cjfas-58-6-1222"
19435,"10.1139/cjfas-58-6-1222"
19436,"10.1139/cjfas-58-6-1222"
19438,"10.1139/cjfas-58-6-1222"
19439,"10.1139/cjfas-58-6-1222"
19440,"10.1139/cjfas-58-6-1222"
19441,"10.1139/cjfas-58-6-1222"
19443,"10.1139/cjfas-58-6-1222"
19444,"10.1139/cjfas-58-6-1222"
19465,"10.1139/cjfas-58-6-1222"
19466,"10.1139/cjfas-58-6-1222"
19467,"10.1139/cjfas-58-6-1222"
19468,"10.1139/cjfas-58-6-1222"
19469,"10.1139/cjfas-58-6-1222"
19470,"10.1139/cjfas-58-6-1222"
19471,"10.1139/cjfas-58-6-1222"
19472,"10.1139/cjfas-58-6-1222"
19475,"10.1139/cjfas-58-6-1222"
19476,"10.1139/cjfas-58-6-1222"
19478,"10.1139/cjfas-58-6-1222"
19479,"10.1139/cjfas-58-6-1222"
19481,"10.1139/cjfas-58-6-1222"
19482,"10.1139/cjfas-58-6-1222"
19484,"10.1139/cjfas-58-6-1222"
19485,"10.1139/cjfas-58-6-1222"
19493,"10.1139/cjfas-58-6-1222"
19494,"10.1139/cjfas-58-6-1222"
19495,"10.1139/cjfas-58-6-1222"
19496,"10.1139/cjfas-58-6-1222"
19497,"10.1139/cjfas-58-6-1222"
19498,"10.1139/cjfas-58-6-1222"
19499,"10.1139/cjfas-58-6-1222"
19500,"10.1139/cjfas-58-6-1222"
19512,"10.1139/cjfas-58-6-1222"
19513,"10.1139/cjfas-58-6-1222"
19515,"10.1139/cjfas-58-6-1222"
19516,"10.1139/cjfas-58-6-1222"
19518,"10.1139/cjfas-58-6-1222"
19519,"10.1139/cjfas-58-6-1222"
19521,"10.1139/cjfas-58-6-1222"
19522,"10.1139/cjfas-58-6-1222"
19524,"10.1139/cjfas-58-6-1222"
19525,"10.1139/cjfas-58-6-1222"
19532,"10.1139/cjfas-58-6-1222"
19533,"10.1139/cjfas-58-6-1222"
19536,"10.1139/cjfas-58-6-1222"
19537,"10.1139/cjfas-58-6-1222"
19538,"10.1139/cjfas-58-6-1222"
19539,"10.1139/cjfas-58-6-1222"
19542,"10.1139/cjfas-58-6-1222"
19543,"10.1139/cjfas-58-6-1222"
19546,"10.1139/cjfas-58-6-1222"
19547,"10.1139/cjfas-58-6-1222"
19550,"10.1139/cjfas-58-6-1222"
19551,"10.1139/cjfas-58-6-1222"
19552,"10.1139/cjfas-58-6-1222"
19553,"10.1139/cjfas-58-6-1222"
19556,"10.1139/cjfas-58-6-1222"
19557,"10.1139/cjfas-58-6-1222"
19560,"10.1139/cjfas-58-6-1222"
19561,"10.1139/cjfas-58-6-1222"
19564,"10.1139/cjfas-58-6-1222"
19565,"10.1139/cjfas-58-6-1222"
19568,"10.1139/cjfas-58-6-1222"
19569,"10.1139/cjfas-58-6-1222"
19572,"10.1139/cjfas-58-6-1222"
19573,"10.1139/cjfas-58-6-1222"
19574,"10.1139/cjfas-58-6-1222"
19575,"10.1139/cjfas-58-6-1222"
19615,"10.1016/j.quascirev.2006.04.008"
19616,"10.1016/j.quascirev.2006.04.008"
19617,"10.1021/es302138n"
19618,"10.1016/j.quascirev.2006.04.008"
19619,"10.1016/j.quascirev.2006.04.008"
19620,"10.1016/j.quascirev.2006.04.008"
19641,"10.1139/cjfas-58-6-1222"
19642,"10.1139/cjfas-58-6-1222"
19647,"10.1139/cjfas-58-6-1222"
19649,"10.1139/cjfas-58-6-1222"
19651,"10.1139/cjfas-58-6-1222"
19652,"10.1139/cjfas-58-6-1222"
19657,"10.1139/cjfas-58-6-1222"
19658,"10.1139/cjfas-58-6-1222"
19661,"10.1139/cjfas-58-6-1222"
19662,"10.1139/cjfas-58-6-1222"
19673,"10.1139/cjfas-58-6-1222"
19674,"10.1139/cjfas-58-6-1222"
19693,"10.1139/cjfas-58-6-1222"
19694,"10.1139/cjfas-58-6-1222"
19703,"10.1139/cjfas-58-6-1222"
19704,"10.1139/cjfas-58-6-1222"
19705,"10.1139/cjfas-58-6-1222"
19706,"10.1139/cjfas-58-6-1222"
19711,"10.1139/cjfas-58-6-1222"
19712,"10.1139/cjfas-58-6-1222"
19782,"10.1139/z76-077"
19791,"10.1007/s11270-013-1857-x"
19792,"10.1007/s11270-013-1857-x"
19793,"10.1007/s11270-013-1857-x"
19794,"10.1007/s11270-013-1857-x"
19795,"10.1007/s11270-013-1857-x"
19796,"10.1007/s11270-013-1857-x"
19797,"10.1007/s11270-013-1857-x"
19798,"10.1007/s11270-013-1857-x"
19799,"10.1007/s11270-013-1857-x"
19800,"10.1007/s11270-013-1857-x"
19801,"10.1007/s11270-013-1857-x"
19802,"10.1007/s11270-013-1857-x"
19803,"10.1007/s11270-013-1857-x"
19804,"10.1007/s11270-013-1857-x"
19805,"10.1007/s11270-013-1857-x"
19806,"10.1007/s11270-013-1857-x"
19807,"10.1007/s11270-013-1857-x"
19812,"10.2475/ajs.260.7.522"
19815,"10.1177/0959683615574584"
19816,"10.1177/0959683615574584"
19817,"10.1177/0959683615574584"
19818,"10.1177/0959683615574584"
19819,"10.1016/j.yqres.2016.02.004"
19820,"10.1016/j.yqres.2016.02.004"
19831,"10.1644/10-MAMM-A-395.1"
19832,"10.1644/10-MAMM-A-395.1"
19860,"10.1111/j.1502-3885.2012.00267.x"
19861,"10.1111/j.1502-3885.2012.00267.x"
19862,"10.1111/j.1502-3885.2012.00267.x"
19871,"10.1007/s10750-004-3083-4"
19871,"10.1080/07438140609354366"
19872,"10.1007/s10750-004-3083-4"
19872,"10.1080/07438140609354366"
19873,"10.1007/s10750-004-3083-4"
19873,"10.1080/07438140609354366"
19874,"10.1007/s10750-004-3083-4"
19874,"10.1080/07438140609354366"
19875,"10.1007/s10750-004-3083-4"
19875,"10.1080/07438140609354366"
19876,"10.1007/s10750-004-3083-4"
19876,"10.1080/07438140609354366"
19877,"10.1007/s10750-004-3083-4"
19877,"10.1080/07438140609354366"
19878,"10.1007/s10750-004-3083-4"
19878,"10.1080/07438140609354366"
19879,"10.1007/s10750-004-3083-4"
19879,"10.1080/07438140609354366"
19880,"10.1007/s10750-004-3083-4"
19880,"10.1080/07438140609354366"
19881,"10.1007/s10750-004-3083-4"
19881,"10.1080/07438140609354366"
19882,"10.1007/s10750-004-3083-4"
19882,"10.1080/07438140609354366"
19883,"10.1007/s10750-004-3083-4"
19883,"10.1080/07438140609354366"
19884,"10.1007/s10750-004-3083-4"
19884,"10.1080/07438140609354366"
19885,"10.1007/s10750-004-3083-4"
19885,"10.1080/07438140609354366"
19886,"10.1007/s10750-004-3083-4"
19886,"10.1080/07438140609354366"
19887,"10.1007/s10750-004-3083-4"
19887,"10.1080/07438140609354366"
19888,"10.1007/s10750-004-3083-4"
19888,"10.1080/07438140609354366"
19889,"10.1007/s10750-004-3083-4"
19889,"10.1080/07438140609354366"
19890,"10.1007/s10750-004-3083-4"
19890,"10.1080/07438140609354366"
19891,"10.1007/s10750-004-3083-4"
19891,"10.1080/07438140609354366"
19892,"10.1007/s10750-004-3083-4"
19892,"10.1080/07438140609354366"
19893,"10.1007/s10750-004-3083-4"
19893,"10.1080/07438140609354366"
19894,"10.1007/s10750-004-3083-4"
19894,"10.1080/07438140609354366"
19895,"10.1007/s10750-004-3083-4"
19895,"10.1080/07438140609354366"
19896,"10.1007/s10750-004-3083-4"
19896,"10.1080/07438140609354366"
19907,"10.1016/j.quascirev.2005.03.002"
19907,"10.1177/0959683607086767"
19907,"10.1191/0959683605hl859ra"
19908,"10.1016/j.quascirev.2005.03.002"
19908,"10.1177/0959683607086767"
19908,"10.1191/0959683605hl859ra"
19909,"10.1191/0959683605hl859ra"
19915,"10.1177/0959683611425550"
19916,"10.1177/0959683611425550"
19917,"10.1177/0959683611425550"
19918,"10.1177/0959683611425550"
19919,"10.1177/0959683611425550"
19920,"10.1177/0959683611425550"
19921,"10.1177/0959683611425550"
19922,"10.1177/0959683611425550"
19930,"10.1016/j.yqres.2010.08.007"
19931,"10.1016/j.yqres.2010.08.007"
19931,"10.1007/s10980-007-9133-3"
19932,"10.1016/j.yqres.2010.08.007"
19933,"10.1016/j.yqres.2010.08.007"
19933,"10.1007/s10980-007-9133-3"
19936,"10.1177/0959683615612586"
19937,"10.1177/0959683615612586"
19946,"10.1177/0959683611425550"
19947,"10.1177/0959683611425550"
19948,"10.1177/0959683611425550"
19949,"10.1177/0959683611425550"
19950,"10.1177/0959683611425550"
19951,"10.1177/0959683611425550"
19952,"10.1177/0959683611425550"
19953,"10.1177/0959683611425550"
19954,"10.1177/0959683611425550"
19955,"10.1177/0959683611425550"
19956,"10.1177/0959683611425550"
19957,"10.1177/0959683611425550"
19960,"10.1177/0959683611425550"
19961,"10.1177/0959683611425550"
19962,"10.1177/0959683611425550"
19963,"10.1177/0959683611425550"
19964,"10.1177/0959683611425550"
19965,"10.1177/0959683611425550"
19966,"10.1139/b92-002"
19967,"10.1139/b92-002"
19968,"10.1177/0959683611425550"
19969,"10.1177/0959683611425550"
19970,"10.1177/0959683611425550"
19971,"10.1177/0959683611425550"
19972,"10.1177/0959683611425550"
19973,"10.1177/0959683611425550"
19974,"10.1177/0959683611425550"
19975,"10.1177/0959683611425550"
19976,"10.1177/0959683611425550"
19977,"10.1177/0959683611425550"
19978,"10.1177/0959683611425550"
19979,"10.1177/0959683611425550"
19980,"10.1177/0959683611425550"
19981,"10.1177/0959683611425550"
19982,"10.1177/0959683611425550"
19983,"10.1177/0959683611425550"
19992,"10.1139/e04-081"
19993,"10.1890/0012-9658(2006)87[1722:WCCOSF]2.0.CO;2"
19994,"10.3955/046.083.0107"
19995,"10.3955/046.083.0107"
19996,"10.1007/978-3-319-11014-1_4"
19997,"10.1007/978-3-319-11014-1_4"
20000,"10.1007/978-3-319-11014-1_4"
20001,"10.1007/978-3-319-11014-1_4"
20015,"10.1016/j.quascirev.2005.10.008"
20015,"10.1007/s00334-009-0228-4"
20016,"10.1016/j.quascirev.2005.10.008"
20016,"10.1007/s00334-009-0228-4"
20017,"10.1007/s00334-009-0228-4"
20018,"10.1016/j.quascirev.2005.10.008"
20018,"10.1007/s00334-009-0228-4"
20021,"10.1002/jqs.937"
20022,"10.1002/jqs.937"
20023,"10.1002/jqs.937"
20024,"10.1002/jqs.937"
20025,"10.1191/0959683605hl852ft"
20026,"10.1191/0959683605hl852ft"
20027,"10.1191/0959683605hl852ft"
20030,"10.1111/j.1502-3885.2004.tb01142.x"
20031,"10.1111/j.1502-3885.2004.tb01142.x"
20032,"10.1111/j.1502-3885.2004.tb01142.x"
20033,"10.1111/j.1502-3885.2004.tb01142.x"
20034,"10.1111/j.1502-3885.2004.tb01142.x"
20035,"10.1111/j.1502-3885.2004.tb01142.x"
20036,"10.1111/j.1502-3885.2004.tb01142.x"
20037,"10.1111/j.1502-3885.2004.tb01142.x"
20038,"1016/j.revpalbo.2004.10.005"
20039,"1016/j.revpalbo.2004.10.005"
20040,"1016/j.revpalbo.2004.10.005"
20041,"1016/j.revpalbo.2004.10.005"
20042,"1016/j.revpalbo.2004.10.005"
20042,"10.1191/0959683605hl798rp"
20043,"1016/j.revpalbo.2004.10.005"
20044,"1016/j.revpalbo.2004.10.005"
20045,"1016/j.revpalbo.2004.10.005"
20046,"1016/j.revpalbo.2004.10.005"
20047,"1016/j.revpalbo.2004.10.005"
20048,"1016/j.revpalbo.2004.10.005"
20049,"1016/j.revpalbo.2004.10.005"
20050,"1016/j.revpalbo.2004.10.005"
20050,"10.1191/0959683605hl798rp"
20057,"10.1177/0959683616638435"
20058,"10.1177/0959683616638435"
20127,"10.1111/j.1502-3885.1988.tb00970.x"
20128,"10.1111/j.1502-3885.1988.tb00971.x"
20128,"10.1111/j.1502-3885.1988.tb00970.x"
20129,"10.1111/j.1502-3885.1988.tb00971.x"
20129,"10.1111/j.1502-3885.1988.tb00970.x"
20130,"10.1111/j.1502-3885.1988.tb00970.x"
20131,"10.1111/j.1502-3885.1988.tb00971.x"
20131,"10.1111/j.1502-3885.1988.tb00970.x"
20154,"10.1111/j.1502-3885.1998.tb00870.x"
20155,"10.1111/j.1502-3885.1998.tb00870.x"
20156,"10.1111/j.1502-3885.1998.tb00870.x"
20159,"10.1111/j.1502-3885.1987.tb00756.x"
20160,"10.1111/j.1502-3885.1987.tb00756.x"
20161,"10.1016/0277-3791(93)90008-A"
20162,"10.1016/0277-3791(93)90008-A"
20163,"10.1016/0277-3791(93)90008-A"
20165,"10.1016/0277-3791(93)90008-A"
20172,"10.1080/00173134.2015.1120342"
20173,"10.1080/00173134.2015.1120342"
20174,"10.1080/00173134.2015.1120342"
20175,"10.1080/00173134.2015.1120342"
20186,"10.1073/pnas.1604903113"
20187,"10.1073/pnas.1604903113"
20188,"10.1073/pnas.1604903113"
20189,"10.2458/azu_js_rc.53.3441"
20190,"10.2458/azu_js_rc.53.3441"
20191,"10.1016/j.quascirev.2011.05.015"
20192,"10.1016/j.quascirev.2011.05.015"
20192,"10.1073/pnas.0503621102"
20192,"10.1890/0012-9658(2002)083[0595:DCALRT]2.0.CO;2"
20193,"10.2458/azu_js_rc.53.3441"
20193,"10.1073/pnas.0503621102"
20194,"10.1016/j.quascirev.2011.05.015"
20194,"10.1073/pnas.0503621102"
20194,"10.1890/0012-9658(2002)083[0595:DCALRT]2.0.CO;2"
20266,"10.1111/jbi.12807"
20267,"10.1111/jbi.12807"
20268,"10.1111/jbi.12807"
20269,"10.1111/jbi.12807"
20270,"10.1111/jbi.12807"
20271,"10.1111/jbi.12807"
20272,"10.1111/jbi.12807"
20273,"10.1111/jbi.12807"
20274,"10.1111/jbi.12807"
20276,"10.1016/j.quascirev.2013.03.006"
20277,"10.1016/j.quascirev.2013.03.006"
20278,"10.1016/j.quascirev.2013.03.006"
20279,"10.1016/j.quascirev.2013.03.006"
20280,"10.1177/0959683614556389"
20281,"10.1177/0959683614556389"
20282,"10.1016/j.quascirev.2013.03.006"
20282,"10.1016/j.quascirev.2007.02.009"
20283,"10.1016/j.quascirev.2013.03.006"
20283,"10.1016/j.quascirev.2007.02.009"
20284,"10.1016/j.quascirev.2013.03.006"
20284,"10.1016/j.quascirev.2007.02.009"
20285,"10.1016/j.quascirev.2013.03.006"
20285,"10.1016/j.quascirev.2007.02.009"
20286,"10.1177/0959683614556389"
20287,"10.1177/0959683614556389"
20288,"10.1177/0959683614556389"
20289,"10.1177/0959683614556389"
20290,"10.1016/j.quascirev.2013.03.006"
20291,"10.1016/j.quascirev.2013.03.006"
20292,"10.1016/j.quascirev.2013.03.006"
20293,"10.1016/j.quascirev.2013.03.006"
20294,"10.1177/0959683614556389"
20295,"10.1177/0959683614556389"
20296,"10.1002/jqs.910"
20297,"10.1002/jqs.910"
20298,"10.1002/jqs.910"
20299,"10.1111/j.1365-2699.2004.01143.x"
20300,"10.1111/j.1365-2699.2004.01143.x"
20301,"10.1111/j.1365-2699.2004.01143.x"
20302,"10.1111/j.1365-2699.2004.01143.x"
20303,"10.1071/WF07028"
